
12723,Andhra Pradesh Express,/trains/12723,Hyderabad Decan,/trains/stations/HYB,New Delhi,/trains/stations/NDLS
22416,Andhra Pradesh Express,/trains/22416,New Delhi,/trains/stations/NDLS,Vishakapatnam,/trains/stations/VSKP
12724,Andhra Pradesh Express,/trains/12724,New Delhi,/trains/stations/NDLS,Hyderabad Decan,/trains/stations/HYB
12707,Andhra Pradesh Sampark Kranti,/trains/12707,Tirupati,/trains/stations/TPTY,H Nizamuddin,/trains/stations/NZM
15909,Abadh Assam Express,/trains/15909,New Tinsukia Junction,/trains/stations/NTSK,Darbhanga Junction,/trains/stations/DBG
18242,Abkp Durg Passenger E,/trains/18242,Ambikapur,/trains/stations/ABKP,Durg,/trains/stations/DURG
11266,Abkp Jbp Express,/trains/11266,Ambikapur,/trains/stations/ABKP,Jabalpur,/trains/stations/JBP
58702,Abkp Sdl Passenger,/trains/58702,Ambikapur,/trains/stations/ABKP,Shahdol,/trains/stations/SDL
54703,Abs Ju Passengr,/trains/54703,Abohar,/trains/stations/ABS,Jodhpur Junction,/trains/stations/JU
07509,Adb Qln Special,/trains/07509,Adilabad,/trains/stations/ADB,Kollam Junction,/trains/stations/QLN
09416,Adi  Madgaon Special,/trains/09416,Ahmedabad Junction,/trains/stations/ADI,Madgaon,/trains/stations/MAO
19417,Adi Ald Express,/trains/19417,Ahmedabad Junction,/trains/stations/ADI,Allahabad Junction,/trains/stations/ALD
09427,Adi Ald Special,/trains/09427,Ahmedabad Junction,/trains/stations/ADI,Allahabad Junction,/trains/stations/ALD
09018,Adi Bct Ac Special,/trains/09018,Ahmedabad Junction,/trains/stations/ADI,Mumbai Central,/trains/stations/BCT
14804,Adi Bgkt Express,/trains/14804,Ahmedabad Junction,/trains/stations/ADI,Bhagat Ki Kothi,/trains/stations/BGKT
04804,Adi Bgkt Special,/trains/04804,Ahmedabad Junction,/trains/stations/ADI,Bhagat Ki Kothi,/trains/stations/BGKT
09421,Adi Bme Ac Special,/trains/09421,Ahmedabad Junction,/trains/stations/ADI,Barmer,/trains/stations/BME
19130,Adi Brc Intercity,/trains/19130,Ahmedabad Junction,/trains/stations/ADI,Vadodara Junction,/trains/stations/BRC
02713,Adi Bza Superfast Special,/trains/02713,Ahmedabad Junction,/trains/stations/ADI,Vijayawada Junction,/trains/stations/BZA
19420,Adi Chennai Express,/trains/19420,Ahmedabad Junction,/trains/stations/ADI,Chennai Central,/trains/stations/MAS
09417,Adi Dee Premium,/trains/09417,Ahmedabad Junction,/trains/stations/ADI,Delhi S Rohilla,/trains/stations/DEE
12931,Adi Double Deck,/trains/12931,Mumbai Central,/trains/stations/BCT,Ahmedabad Junction,/trains/stations/ADI
12267,Adi Duronto Express,/trains/12267,Mumbai Central,/trains/stations/BCT,Ahmedabad Junction,/trains/stations/ADI
12298,Adi Duronto Express,/trains/12298,Pune Junction,/trains/stations/PUNE,Ahmedabad Junction,/trains/stations/ADI
09425,Adi Jaipur Special,/trains/09425,Ahmedabad Junction,/trains/stations/ADI,Jaipur,/trains/stations/JP
19223,Adi Jat Express,/trains/19223,Ahmedabad Junction,/trains/stations/ADI,Jammu Tawi,/trains/stations/JAT
19606,Adi Koaa Express,/trains/19606,Ahmedabad Junction,/trains/stations/ADI,Kolkata,/trains/stations/KOAA
19401,Adi Lucknow Express,/trains/19401,Ahmedabad Junction,/trains/stations/ADI,Lucknow Nr,/trains/stations/LKO
09413,Adi Lucknow Special,/trains/09413,Ahmedabad Junction,/trains/stations/ADI,Lucknow Nr,/trains/stations/LKO
09420,Adi Majn Superfast Special,/trains/09420,Ahmedabad Junction,/trains/stations/ADI,Mangalore Junction,/trains/stations/MAJN
09411,Adi Patna Special,/trains/09411,Ahmedabad Junction,/trains/stations/ADI,Patna Junction,/trains/stations/PNBE
19421,Adi Pnbe Express,/trains/19421,Ahmedabad Junction,/trains/stations/ADI,Patna Junction,/trains/stations/PNBE
18406,Adi Puri Express,/trains/18406,Ahmedabad Junction,/trains/stations/ADI,Puri,/trains/stations/PURI
12844,Adi Puri Express,/trains/12844,Ahmedabad Junction,/trains/stations/ADI,Puri,/trains/stations/PURI
07017,Adi Sc Premium,/trains/07017,Ahmedabad Junction,/trains/stations/ADI,Secunderabad Junction,/trains/stations/SC
12958,Adi Sj Rajdhani,/trains/12958,New Delhi,/trains/stations/NDLS,Ahmedabad Junction,/trains/stations/ADI
19415,Adi Svdk Express,/trains/19415,Ahmedabad Junction,/trains/stations/ADI,Shmata V D Ktra,/trains/stations/SVDK
19944,Adi Udz Express,/trains/19944,Ahmedabad Mg,/trains/stations/ADIJ,Udaipur City,/trains/stations/UDZ
19407,Adi Varanasi Express,/trains/19407,Ahmedabad Junction,/trains/stations/ADI,Varanasi Junction,/trains/stations/BSB
16501,Adi Ypr Express,/trains/16501,Ahmedabad Junction,/trains/stations/ADI,Yesvantpur Junction,/trains/stations/YPR
12547,Af Adi Superfast Express,/trains/12547,Agra Fort,/trains/stations/AF,Ahmedabad Junction,/trains/stations/ADI
12195,Af Aii Intercity,/trains/12195,Agra Fort,/trains/stations/AF,Ajmer Junction,/trains/stations/AII
09612,Af Aii Special,/trains/09612,Agra Fort,/trains/stations/AF,Ajmer Junction,/trains/stations/AII
12036,Af Jp Shatabdi,/trains/12036,Agra Fort,/trains/stations/AF,Jaipur,/trains/stations/JP
15055,Af Rmr Express,/trains/15055,Agra Fort,/trains/stations/AF,Ramnagar,/trains/stations/RMR
12954,Ag Kranti Rajdhani,/trains/12954,H Nizamuddin,/trains/stations/NZM,Mumbai Central,/trains/stations/BCT
12320,Agc Koaa Express,/trains/12320,Agra Cantt,/trains/stations/AGC,Kolkata,/trains/stations/KOAA
13168,Agc Koaa Express,/trains/13168,Agra Cantt,/trains/stations/AGC,Kolkata,/trains/stations/KOAA
01436,Agc Pune Special,/trains/01436,Agra Cantt,/trains/stations/AGC,Pune Junction,/trains/stations/PUNE
12342,Agnibina Express,/trains/12342,Asansol Junction,/trains/stations/ASN,Howrah Junction,/trains/stations/HWH
12341,Agnibina Express,/trains/12341,Howrah Junction,/trains/stations/HWH,Asansol Junction,/trains/stations/ASN
12548,Agra Super Fast,/trains/12548,Ahmedabad Junction,/trains/stations/ADI,Agra Fort,/trains/stations/AF
52575,Agtl Dmr Passenger,/trains/52575,Agartala,/trains/stations/AGTL,Dharmanagar,/trains/stations/DMR
22645,Ahilyanagari Express,/trains/22645,Indore Junction Bg,/trains/stations/INDB,Trivandrum Cntl,/trains/stations/TVC
22646,Ahilyanagari Express,/trains/22646,Trivandrum Cntl,/trains/stations/TVC,Indore Junction Bg,/trains/stations/INDB
11095,Ahimsa Express,/trains/11095,Ahmedabad Junction,/trains/stations/ADI,Pune Junction,/trains/stations/PUNE
11096,Ahimsa Express,/trains/11096,Pune Junction,/trains/stations/PUNE,Ahmedabad Junction,/trains/stations/ADI
16502,Ahmadabad Express,/trains/16502,Yesvantpur Junction,/trains/stations/YPR,Ahmedabad Junction,/trains/stations/ADI
59439,Ahmadabad Passenger,/trains/59439,Mumbai Central,/trains/stations/BCT,Ahmedabad Junction,/trains/stations/ADI
59440,Ahmadabad Passenger,/trains/59440,Ahmedabad Junction,/trains/stations/ADI,Borivali,/trains/stations/BVI
19405,Ahmedabad Ac Express,/trains/19405,Yesvantpur Junction,/trains/stations/YPR,Ahmedabad Junction,/trains/stations/ADI
11050,Ahmedabad Express,/trains/11050,C Shahumharaj T,/trains/stations/KOP,Ahmedabad Junction,/trains/stations/ADI
